turno,jugador,nombre_casilla,tipo_casilla,compra,alquiler,impuesto,bancarrota,eliminado,dinero_inicial,dinero_tras_carcel,dinero_final,props_antes,props_despues
40,javier,rojo3,propiedad,no,si,no,no,no,1440,1440,1392,0,0
41,ana,visita_carcel,visita_carcel,no,no,no,no,no,1230,1230,1230,1,1
42,bob,suerte6,suerte,no,no,no,no,no,800,800,800,2,2
43,carla,verde3,propiedad,si,no,no,no,no,1144,1144,824,3,4
44,diego,impuesto4,impuesto,no,no,si,no,no,1220,1220,1120,1,1
45,elena,estacion4,estacion,si,no,no,no,no,1116,1116,916,1,2
46,fernando,visita_carcel,visita_carcel,no,no,no,no,no,1240,1240,1240,1,1
47,gema,visita_carcel,visita_carcel,no,no,no,no,no,1100,1100,1100,1,1
48,hugo,verde1,propiedad,no,si,no,no,no,1040,1040,980,2,2
49,irene,verde1,propiedad,no,si,no,no,no,1228,1228,1168,2,2
50,javier,visita_carcel,visita_carcel,no,no,no,no,no,1392,1392,1392,0,0
51,ana,visita_carcel,visita_carcel,no,no,no,no,no,1230,1230,1230,1,1
52,bob,suerte1,suerte,no,no,no,no,no,800,800,800,2,2
53,carla,suerte1,suerte,no,no,no,no,no,824,824,824,4,4
54,diego,morado1,propiedad,si,no,no,no,no,1120,1120,1060,1,2
55,elena,suerte2,suerte,no,no,no,no,no,1036,1036,1036,2,2
56,fernando,visita_carcel,visita_carcel,no,no,no,no,no,1240,1240,1240,1,1
57,gema,visita_carcel,visita_carcel,no,no,no,no,no,1100,1100,1100,1,1
58,hugo,morado1,propiedad,no,si,no,no,no,980,980,968,2,2
59,irene,salida,salida,no,no,no,no,no,1168,1168,1168,2,2
60,javier,visita_carcel,visita_carcel,no,no,no,no,no,1392,1392,1392,0,0
61,ana,visita_carcel,visita_carcel,no,no,no,no,no,1230,1230,1230,1,1
62,bob,visita_carcel,visita_carcel,no,no,no,no,no,800,800,800,2,2
63,carla,gris3,propiedad,no,si,no,no,no,824,824,800,4,4
64,diego,gris3,propiedad,no,si,no,no,no,1072,1072,1048,2,2
65,elena,naranja1,propiedad,no,si,no,no,no,1036,1036,1000,2,2
66,fernando,visita_carcel,visita_carcel,no,no,no,no,no,1240,1240,1240,1,1
67,gema,suerte4,suerte,no,no,no,no,no,1100,1100,1100,1,1
68,hugo,gris3,propiedad,no,si,no,no,no,1004,1004,980,2,2
69,irene,suerte2,suerte,no,no,no,no,no,1240,1240,1240,2,2
70,javier,visita_carcel,visita_carcel,no,no,no,no,no,1392,1392,1392,0,0
71,ana,visita_carcel,visita_carcel,no,no,no,no,no,1230,1230,1230,1,1
72,bob,estacion2,estacion,no,si,no,no,no,800,800,760,2,2
73,carla,estacion2,estacion,no,si,no,no,no,800,800,760,4,4
74,diego,estacion2,estacion,no,si,no,no,no,1048,1048,1008,2,2
75,elena,amarillo2,propiedad,si,no,no,no,no,1000,1000,740,2,3
76,fernando,visita_carcel,visita_carcel,no,no,no,no,no,1360,1360,1360,1,1
77,gema,impuesto3,impuesto,no,no,si,no,no,1100,1100,1000,1,1
78,hugo,suerte3,suerte,no,no,no,no,no,980,980,980,2,2
79,irene,rosa3,propiedad,no,si,no,no,no,1240,1240,1208,2,2
80,javier,estacion2,estacion,no,si,no,no,no,1392,1392,1352,0,0
81,ana,suerte3,suerte,no,no,no,no,no,1230,1230,1230,1,1
82,bob,rojo2,propiedad,si,no,no,no,no,760,760,540,2,3
83,carla,rojo1,propiedad,no,si,no,no,no,760,760,716,4,4
84,diego,naranja3,propiedad,si,no,no,no,no,1008,1008,808,2,3
85,elena,azul2,propiedad,si,no,no,no,no,740,740,340,3,4
86,fernando,naranja2,propiedad,no,si,no,no,no,1400,1400,1364,1,1
87,gema,suerte5,suerte,no,no,no,no,no,1032,1032,1032,1,1
88,hugo,rojo1,propiedad,no,si,no,no,no,980,980,936,2,2
89,irene,parking,parking,no,no,no,no,no,1208,1208,1208,2,2
90,javier,estacion3,estacion,no,si,no,no,no,1352,1352,1312,0,0
91,ana,rojo1,propiedad,no,si,no,no,no,1270,1270,1226,1,1
92,bob,verde2,propiedad,si,no,no,no,no,672,672,372,3,4
93,carla,verde2,propiedad,no,si,no,no,no,752,752,692,4,4
94,diego,estacion3,estacion,no,si,no,no,no,808,808,768,3,3
95,elena,impuesto1,impuesto,no,no,si,no,no,340,340,140,4,4
96,fernando,estacion3,estacion,no,si,no,no,no,1364,1364,1324,1,1
97,gema,estacion4,estacion,no,si,no,no,no,1032,1032,992,1,1
98,hugo,visita_carcel,visita_carcel,no,no,no,no,no,936,936,936,2,2
99,irene,amarillo2,propiedad,no,si,no,no,no,1208,1208,1156,2,2
100,javier,suerte5,suerte,no,no,no,no,no,1312,1312,1312,0,0
101,ana,amarillo2,propiedad,no,si,no,no,no,1306,1306,1254,1,1
102,bob,suerte1,suerte,no,no,no,no,no,432,432,432,4,4
103,carla,salida,salida,no,no,no,no,no,692,692,692,4,4
104,diego,amarillo3,propiedad,no,si,no,no,no,768,768,712,3,3
105,elena,visita_carcel,visita_carcel,no,no,no,no,no,284,284,284,4,4
106,fernando,verde2,propiedad,no,si,no,no,no,1324,1324,1264,1,1
107,gema,impuesto1,impuesto,no,no,si,no,no,992,992,792,1,1
108,hugo,visita_carcel,visita_carcel,no,no,no,no,no,936,936,936,2,2
109,irene,suerte5,suerte,no,no,no,no,no,1156,1156,1156,2,2
110,javier,impuesto1,impuesto,no,no,si,no,no,1312,1312,1112,0,0
111,ana,verde1,propiedad,no,si,no,no,no,1254,1254,1194,1,1
112,bob,gris2,propiedad,no,si,no,no,no,548,548,528,4,4
113,carla,estacion1,estacion,no,si,no,no,no,712,712,672,4,4
114,diego,verde2,propiedad,no,si,no,no,no,752,752,692,3,3
115,elena,parking,parking,no,no,no,no,no,344,344,344,4,4
116,fernando,azul2,propiedad,no,si,no,no,no,1264,1264,1184,1,1
117,gema,rosa1,propiedad,si,no,no,no,no,792,792,652,1,2
118,hugo,visita_carcel,visita_carcel,no,no,no,no,no,936,936,936,2,2
119,irene,suerte6,suerte,no,no,no,no,no,1156,1156,1156,2,2
120,javier,visita_carcel,visita_carcel,no,no,no,no,no,1112,1112,1112,0,0
121,ana,salida,salida,no,no,no,no,no,1194,1194,1194,1,1
122,bob,rosa3,propiedad,no,si,no,no,no,588,588,556,4,4
123,carla,impuesto2,impuesto,no,no,si,no,no,672,672,522,4,4
124,diego,estacion4,estacion,no,si,no,no,no,692,692,652,3,3
125,elena,impuesto3,impuesto,no,no,si,no,no,464,464,364,4,4
126,fernando,impuesto1,impuesto,no,no,si,no,no,1184,1184,984,1,1
127,gema,suerte3,suerte,no,no,no,no,no,684,684,684,2,2
128,hugo,visita_carcel,visita_carcel,no,no,no,no,no,936,936,936,2,2
129,irene,impuesto1,impuesto,no,no,si,no,no,1156,1156,956,2,2
130,javier,naranja2,propiedad,no,si,no,no,no,1112,1112,1076,0,0
131,ana,gris3,propiedad,no,si,no,no,no,1194,1194,1170,1,1
132,bob,suerte3,suerte,no,no,no,no,no,556,556,556,4,4
133,carla,rojo2,propiedad,no,si,no,no,no,558,558,514,4,4
134,diego,impuesto1,impuesto,no,no,si,no,no,652,652,452,3,3
135,elena,suerte5,suerte,no,no,no,no,no,364,364,364,4,4
136,fernando,rosa1,propiedad,no,si,no,no,no,984,984,956,1,1
137,gema,naranja3,propiedad,no,si,no,no,no,712,712,672,2,2
138,hugo,suerte3,suerte,no,no,no,no,no,936,936,936,2,2
139,irene,rosa1,propiedad,no,si,no,no,no,980,980,952,2,2
140,javier,amarillo1,propiedad,no,si,no,no,no,1076,1076,1024,0,0
141,ana,suerte3,suerte,no,no,no,no,no,1170,1170,1170,1,1
142,bob,rojo3,propiedad,no,si,no,no,no,600,600,552,4,4
143,carla,visita_carcel,visita_carcel,no,no,no,no,no,562,562,562,4,4
144,diego,rosa3,propiedad,no,si,no,no,no,492,492,460,3,3
145,elena,estacion1,estacion,no,si,no,no,no,364,364,324,4,4
146,fernando,rojo1,propiedad,no,si,no,no,no,956,956,912,1,1
147,gema,suerte4,suerte,no,no,no,no,no,732,732,732,2,2
148,hugo,rojo2,propiedad,no,si,no,no,no,988,988,944,2,2
149,irene,parking,parking,no,no,no,no,no,952,952,952,2,2
150,javier,verde2,propiedad,no,si,no,no,no,1024,1024,964,0,0
151,ana,amarillo1,propiedad,no,si,no,no,no,1170,1170,1118,1,1
152,bob,verde2,propiedad,no,no,no,no,no,700,700,700,4,4
153,carla,visita_carcel,visita_carcel,no,no,no,no,no,562,562,562,4,4
154,diego,suerte4,suerte,no,no,no,no,no,500,500,500,3,3
155,elena,rosa2,propiedad,si,no,no,no,no,324,324,184,4,5
156,fernando,amarillo1,propiedad,no,si,no,no,no,912,912,860,1,1
157,gema,visita_carcel,visita_carcel,no,no,no,no,no,732,732,732,2,2
158,hugo,impuesto3,impuesto,no,no,si,no,no,1048,1048,948,2,2
159,irene,amarillo2,propiedad,no,si,no,no,no,952,952,900,2,2
160,javier,estacion4,estacion,no,si,no,no,no,964,964,924,0,0
161,ana,suerte6,suerte,no,no,no,no,no,1118,1118,1118,1,1
162,bob,azul2,propiedad,no,si,no,no,no,700,700,620,4,4
163,carla,naranja1,propiedad,no,si,no,no,no,562,562,526,4,4
164,diego,impuesto3,impuesto,no,no,si,no,no,500,500,400,3,3
165,elena,naranja2,propiedad,no,si,no,no,no,356,356,320,5,5
166,fernando,estacion4,estacion,no,si,no,no,no,860,860,820,1,1
167,gema,visita_carcel,visita_carcel,no,no,no,no,no,732,732,732,2,2
168,hugo,suerte6,suerte,no,no,no,no,no,984,984,984,2,2
169,irene,suerte6,suerte,no,no,no,no,no,900,900,900,2,2
170,javier,impuesto1,impuesto,no,no,si,no,no,924,924,724,0,0
171,ana,suerte2,suerte,no,no,no,no,no,1118,1118,1118,1,1
172,bob,estacion1,estacion,no,si,no,no,no,620,620,580,4,4
173,carla,rojo1,propiedad,no,si,no,no,no,562,562,518,4,4
174,diego,estacion4,estacion,no,si,no,no,no,440,440,400,3,3
175,elena,estacion3,estacion,no,si,no,no,no,400,400,360,5,5
176,fernando,morado1,propiedad,no,si,no,no,no,820,820,808,1,1
177,gema,visita_carcel,visita_carcel,no,no,no,no,no,732,732,732,2,2
178,hugo,suerte2,suerte,no,no,no,no,no,984,984,984,2,2
179,irene,impuesto1,impuesto,no,no,si,no,no,900,900,700,2,2
180,javier,visita_carcel,visita_carcel,no,no,no,no,no,724,724,724,0,0
181,ana,rosa3,propiedad,no,si,no,no,no,1158,1158,1126,1,1
182,bob,gris3,propiedad,no,si,no,no,no,624,624,600,4,4
183,carla,amarillo3,propiedad,no,si,no,no,no,518,518,462,4,4
184,diego,salida,salida,no,no,no,no,no,412,412,412,3,3
185,elena,verde2,propiedad,no,si,no,no,no,360,360,300,5,5
186,fernando,gris1,propiedad,no,si,no,no,no,808,808,788,1,1
187,gema,visita_carcel,visita_carcel,no,no,no,no,no,764,764,764,2,2
188,hugo,estacion2,estacion,no,si,no,no,no,984,984,944,2,2
189,irene,visita_carcel,visita_carcel,no,no,no,no,no,744,744,744,2,2
190,javier,impuesto2,impuesto,no,no,si,no,no,724,724,574,0,0
191,ana,naranja3,propiedad,no,si,no,no,no,1126,1126,1086,1,1
192,bob,estacion2,estacion,no,si,no,no,no,716,716,676,4,4
193,carla,azul2,propiedad,no,si,no,no,no,462,462,382,4,4
194,diego,morado2,propiedad,si,no,no,no,no,452,452,392,3,4
195,elena,morado2,propiedad,no,si,no,no,no,380,380,368,5,5
196,fernando,gris3,propiedad,no,si,no,no,no,868,868,844,1,1
197,gema,parking,parking,no,no,no,no,no,764,764,764,2,2
198,hugo,rojo2,propiedad,no,si,no,no,no,944,944,900,2,2
199,irene,rosa2,propiedad,no,si,no,no,no,768,768,740,2,2
200,javier,naranja3,propiedad,no,si,no,no,no,574,574,534,0,0
201,ana,rojo3,propiedad,no,si,no,no,no,1086,1086,1038,1,1
202,bob,amarillo1,propiedad,no,si,no,no,no,720,720,668,4,4
203,carla,estacion1,estacion,no,si,no,no,no,430,430,390,4,4
204,diego,impuesto2,impuesto,no,no,si,no,no,484,484,334,4,4
205,elena,gris3,propiedad,no,si,no,no,no,396,396,372,5,5
206,fernando,naranja1,propiedad,no,si,no,no,no,844,844,808,1,1
207,gema,amarillo1,propiedad,no,si,no,no,no,764,764,712,2,2
208,hugo,estacion3,estacion,no,si,no,no,no,1040,1040,1000,2,2
209,irene,suerte4,suerte,no,no,no,no,no,764,764,764,2,2
210,javier,amarillo1,propiedad,no,si,no,no,no,534,534,482,0,0
211,ana,verde2,propiedad,no,si,no,no,no,1078,1078,1018,1,1
212,bob,verde3,propiedad,no,si,no,no,no,728,728,664,4,4
213,carla,gris3,propiedad,no,si,no,no,no,454,454,430,4,4
214,diego,rojo2,propiedad,no,si,no,no,no,334,334,290,4,4
215,elena,naranja1,propiedad,no,si,no,no,no,372,372,336,5,5
216,fernando,rojo2,propiedad,no,si,no,no,no,808,808,764,1,1
217,gema,verde1,propiedad,no,si,no,no,no,712,712,652,2,2
218,hugo,suerte5,suerte,no,no,no,no,no,1088,1088,1088,2,2
219,irene,amarillo3,propiedad,no,si,no,no,no,788,788,732,2,2
220,javier,verde3,propiedad,no,si,no,no,no,482,482,418,0,0
221,ana,azul1,propiedad,si,no,no,no,no,1018,1018,668,1,2
222,bob,morado1,propiedad,no,si,no,no,no,808,808,796,4,4
223,carla,estacion2,estacion,no,si,no,no,no,494,494,454,4,4
224,diego,suerte5,suerte,no,no,no,no,no,302,302,302,4,4
225,elena,parking,parking,no,no,no,no,no,396,396,396,5,5
226,fernando,verde1,propiedad,no,si,no,no,no,804,804,744,1,1
227,gema,suerte6,suerte,no,no,no,no,no,652,652,652,2,2
228,hugo,impuesto4,impuesto,no,no,si,no,no,1088,1088,988,2,2
229,irene,estacion4,estacion,no,si,no,no,no,732,732,692,2,2
230,javier,salida,salida,no,no,no,no,no,418,418,418,0,0
231,ana,gris2,propiedad,no,si,no,no,no,668,668,648,2,2
232,bob,suerte2,suerte,no,no,no,no,no,796,796,796,4,4
233,carla,rojo2,propiedad,no,si,no,no,no,474,474,430,4,4
234,diego,suerte6,suerte,no,no,no,no,no,302,302,302,4,4
235,elena,verde2,propiedad,no,si,no,no,no,496,496,436,5,5
236,fernando,salida,salida,no,no,no,no,no,744,744,744,1,1
237,gema,impuesto4,impuesto,no,no,si,no,no,652,652,552,2,2
238,hugo,gris2,propiedad,no,si,no,no,no,988,988,968,2,2
239,irene,impuesto1,impuesto,no,no,si,no,no,692,692,492,2,2
240,javier,gris3,propiedad,no,si,no,no,no,418,418,394,0,0
241,ana,naranja3,propiedad,no,si,no,no,no,648,648,608,2,2
242,bob,estacion2,estacion,no,si,no,no,no,900,900,860,4,4
243,carla,visita_carcel,visita_carcel,no,no,no,no,no,450,450,450,4,4
244,diego,impuesto1,impuesto,no,no,si,no,no,342,342,142,4,4
245,elena,morado1,propiedad,no,si,no,no,no,436,436,424,5,5
246,fernando,impuesto1,impuesto,no,no,si,no,no,784,784,584,1,1
247,gema,visita_carcel,visita_carcel,no,no,no,no,no,552,552,552,2,2
248,hugo,naranja1,propiedad,no,no,no,no,no,968,968,968,2,2
249,irene,rosa1,propiedad,no,si,no,no,no,516,516,488,2,2
250,javier,estacion2,estacion,no,si,no,no,no,394,394,354,0,0
251,ana,impuesto3,impuesto,no,no,si,no,no,608,608,508,2,2
252,bob,parking,parking,no,no,no,no,no,860,860,860,4,4
253,carla,visita_carcel,visita_carcel,no,no,no,no,no,450,450,450,4,4
254,diego,visita_carcel,visita_carcel,no,no,no,no,no,154,154,154,4,4
255,elena,impuesto2,impuesto,no,no,si,no,no,424,424,274,5,5
256,fernando,rosa2,propiedad,no,si,no,no,no,624,624,596,1,1
257,gema,naranja1,propiedad,no,si,no,no,no,580,580,544,2,2
258,hugo,rojo3,propiedad,no,si,no,no,no,1004,1004,956,2,2
259,irene,naranja2,propiedad,no,si,no,no,no,488,488,452,2,2
260,javier,parking,parking,no,no,no,no,no,354,354,354,0,0
261,ana,estacion4,estacion,no,si,no,no,no,508,508,468,2,2
262,bob,impuesto3,impuesto,no,no,si,no,no,860,860,760,4,4
263,carla,naranja1,propiedad,no,si,no,no,no,534,534,498,4,4
264,diego,rosa3,propiedad,no,si,no,no,no,154,154,122,4,4
265,elena,rojo3,propiedad,no,si,no,no,no,342,342,294,5,5
266,fernando,rojo1,propiedad,no,si,no,no,no,596,596,552,1,1
267,gema,rojo1,propiedad,no,si,no,no,no,576,576,532,2,2
268,hugo,impuesto3,impuesto,no,no,si,no,no,992,992,892,2,2
269,irene,rojo3,propiedad,no,si,no,no,no,452,452,404,2,2
270,javier,visita_carcel,visita_carcel,no,no,no,no,no,354,354,354,0,0
271,ana,azul2,propiedad,no,si,no,no,no,468,468,388,2,2
272,bob,azul1,propiedad,no,si,no,no,no,848,848,778,4,4
273,carla,amarillo2,propiedad,no,si,no,no,no,594,594,542,4,4
274,diego,parking,parking,no,no,no,no,no,122,122,122,4,4
275,elena,amarillo3,propiedad,no,si,no,no,no,426,426,370,5,5
276,fernando,impuesto3,impuesto,no,no,si,no,no,552,552,452,1,1
277,gema,rojo2,propiedad,no,si,no,no,no,532,532,488,2,2
278,hugo,azul1,propiedad,no,si,no,no,no,892,892,822,2,2
279,irene,verde1,propiedad,no,si,no,no,no,404,404,344,2,2
280,javier,visita_carcel,visita_carcel,no,no,no,no,no,354,354,354,0,0
281,ana,estacion1,estacion,no,si,no,no,no,528,528,488,2,2
282,bob,suerte2,suerte,no,no,no,no,no,878,878,878,4,4
283,carla,estacion4,estacion,no,si,no,no,no,542,542,502,4,4
284,diego,rojo3,propiedad,no,si,no,no,no,162,162,114,4,4
285,elena,estacion4,estacion,no,no,no,no,no,470,470,470,5,5
286,fernando,estacion4,estacion,no,si,no,no,no,452,452,412,1,1
287,gema,verde2,propiedad,no,si,no,no,no,488,488,428,2,2
288,hugo,morado2,propiedad,no,si,no,no,no,822,822,810,2,2
289,irene,azul1,propiedad,no,si,no,no,no,344,344,274,2,2
290,javier,rojo1,propiedad,no,si,no,no,no,354,354,310,0,0
291,ana,gris3,propiedad,no,si,no,no,no,558,558,534,2,2
292,bob,rosa2,propiedad,no,si,no,no,no,982,982,954,4,4
293,carla,salida,salida,no,no,no,no,no,550,550,550,4,4
294,diego,amarillo2,propiedad,no,si,no,no,no,126,126,74,4,4
295,elena,estacion1,estacion,no,si,no,no,no,590,590,550,5,5
296,fernando,suerte1,suerte,no,no,no,no,no,412,412,412,1,1
297,gema,azul2,propiedad,no,si,no,no,no,428,428,348,2,2
298,hugo,visita_carcel,visita_carcel,no,no,no,no,no,810,810,810,2,2
299,irene,salida,salida,no,no,no,no,no,298,298,298,2,2
300,javier,amarillo2,propiedad,no,si,no,no,no,310,310,258,0,0
301,ana,naranja2,propiedad,no,si,no,no,no,534,534,498,2,2
302,bob,naranja3,propiedad,no,si,no,no,no,954,954,914,4,4
303,carla,suerte2,suerte,no,no,no,no,no,586,586,586,4,4
304,diego,visita_carcel,visita_carcel,no,no,no,no,no,154,154,154,4,4
305,elena,rosa2,propiedad,no,no,no,no,no,682,682,682,5,5
306,fernando,suerte2,suerte,no,no,no,no,no,412,412,412,1,1
307,gema,estacion1,estacion,no,si,no,no,no,348,348,308,2,2
308,hugo,naranja3,propiedad,no,si,no,no,no,810,810,770,2,2
309,irene,gris2,propiedad,no,si,no,no,no,298,298,278,2,2
310,javier,estacion4,estacion,no,si,no,no,no,258,258,218,0,0
311,ana,amarillo2,propiedad,no,si,no,no,no,498,498,446,2,2
312,bob,suerte4,suerte,no,no,no,no,no,914,914,914,4,4
313,carla,naranja2,propiedad,no,no,no,no,no,606,606,606,4,4
314,diego,visita_carcel,visita_carcel,no,no,no,no,no,234,234,234,4,4
315,elena,naranja2,propiedad,no,si,no,no,no,774,774,738,5,5
316,fernando,rosa3,propiedad,no,si,no,no,no,412,412,380,1,1
317,gema,suerte2,suerte,no,no,no,no,no,340,340,340,2,2
318,hugo,amarillo1,propiedad,no,no,no,no,no,770,770,770,2,2
319,irene,estacion2,estacion,no,si,no,no,no,278,278,238,2,2
320,javier,morado2,propiedad,no,si,no,no,no,218,218,206,0,0
321,ana,estacion4,estacion,no,si,no,no,no,446,446,406,2,2
322,bob,amarillo3,propiedad,no,no,no,no,no,914,914,914,4,4
323,carla,estacion3,estacion,no,si,no,no,no,642,642,602,4,4
324,diego,visita_carcel,visita_carcel,no,no,no,no,no,246,246,246,4,4
325,elena,visita_carcel,visita_carcel,no,no,no,no,no,778,778,778,5,5
326,fernando,rojo3,propiedad,no,si,no,no,no,420,420,372,1,1
327,gema,visita_carcel,visita_carcel,no,no,no,no,no,340,340,340,2,2
328,hugo,verde2,propiedad,no,si,no,no,no,770,770,710,2,2
329,irene,rojo3,propiedad,no,si,no,no,no,238,238,190,2,2
330,javier,gris3,propiedad,no,si,no,no,no,206,206,182,0,0
331,ana,impuesto1,impuesto,no,no,si,no,no,446,446,246,2,2
332,bob,azul1,propiedad,no,si,no,no,no,974,974,904,4,4
333,carla,amarillo2,propiedad,no,si,no,no,no,698,698,646,4,4
334,diego,visita_carcel,visita_carcel,no,no,no,no,no,246,246,246,4,4
335,elena,visita_carcel,visita_carcel,no,no,no,no,no,830,830,830,5,5
336,fernando,amarillo3,propiedad,no,si,no,no,no,372,372,316,1,1
337,gema,naranja2,propiedad,no,si,no,no,no,340,340,304,2,2
338,hugo,azul1,propiedad,no,si,no,no,no,710,710,640,2,2
339,irene,verde1,propiedad,no,si,no,no,no,214,214,154,2,2
340,javier,impuesto2,impuesto,no,no,si,no,no,182,182,32,0,0
341,ana,rosa3,propiedad,no,si,no,no,no,386,386,354,2,2
342,bob,impuesto1,impuesto,no,no,si,no,no,960,960,760,4,4
343,carla,suerte5,suerte,no,no,no,no,no,682,682,682,4,4
344,diego,naranja1,propiedad,no,si,no,no,no,246,246,210,4,4
345,elena,visita_carcel,visita_carcel,no,no,no,no,no,890,890,890,5,5
346,fernando,impuesto4,impuesto,no,no,si,no,no,316,316,216,1,1
347,gema,estacion3,estacion,no,si,no,no,no,336,336,296,2,2
348,hugo,estacion1,estacion,no,si,no,no,no,676,676,636,2,2
349,irene,salida,salida,no,no,no,no,no,154,154,154,2,2
350,javier,rojo1,propiedad,no,si,no,si,si,32,32,32,0,0
351,irene,rosa1,propiedad,no,si,no,no,no,154,154,126,2,2
352,ana,parking,parking,no,no,no,no,no,394,394,394,2,2
353,bob,gris3,propiedad,no,si,no,no,no,804,804,780,4,4
354,carla,salida,salida,no,no,no,no,no,682,682,682,4,4
355,diego,rojo2,propiedad,no,si,no,no,no,250,250,206,4,4
356,elena,visita_carcel,visita_carcel,no,no,no,no,no,890,890,890,5,5
357,fernando,estacion1,estacion,no,si,no,no,no,216,216,176,1,1
358,gema,suerte6,suerte,no,no,no,no,no,324,324,324,2,2
359,hugo,rosa2,propiedad,no,si,no,no,no,636,636,608,2,2
360,irene,suerte3,suerte,no,no,no,no,no,150,150,150,2,2
361,ana,amarillo2,propiedad,no,si,no,no,no,394,394,342,2,2
362,bob,rosa2,propiedad,no,si,no,no,no,824,824,796,4,4
363,carla,gris2,propiedad,no,no,no,no,no,682,682,682,4,4
364,diego,impuesto3,impuesto,no,no,si,no,no,246,246,146,4,4
365,elena,suerte3,suerte,no,no,no,no,no,998,998,998,5,5
366,fernando,visita_carcel,visita_carcel,no,no,no,no,no,176,176,176,1,1
367,gema,salida,salida,no,no,no,no,no,324,324,324,2,2
368,hugo,rojo1,propiedad,no,si,no,no,no,608,608,564,2,2
369,irene,rojo2,propiedad,no,si,no,no,no,150,150,106,2,2
370,ana,amarillo3,propiedad,no,si,no,no,no,342,342,286,2,2
371,bob,naranja2,propiedad,no,si,no,no,no,940,940,904,4,4
372,carla,rosa3,propiedad,no,si,no,no,no,718,718,686,4,4
373,diego,impuesto4,impuesto,no,no,si,no,no,146,146,46,4,4
374,elena,parking,parking,no,no,no,no,no,998,998,998,5,5
375,fernando,rojo1,propiedad,no,si,no,no,no,176,176,132,1,1
376,gema,morado2,propiedad,no,si,no,no,no,356,356,344,2,2
377,hugo,verde1,propiedad,no,si,no,no,no,564,564,504,2,2
378,irene,verde1,propiedad,no,si,no,no,no,106,106,46,2,2
379,ana,verde2,propiedad,no,si,no,no,no,286,286,226,2,2
380,bob,estacion3,estacion,no,si,no,no,no,1008,1008,968,4,4
381,carla,naranja3,propiedad,no,si,no,no,no,686,686,646,4,4
382,diego,gris3,propiedad,no,si,no,no,no,98,98,74,4,4
383,elena,amarillo1,propiedad,no,si,no,no,no,1118,1118,1066,5,5
