turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
627,gema,javier,rosa2,propiedad,rosa,140,28,28,9254,9226,8314,8342
628,hugo,carla,gris2,propiedad,gris,100,20,20,9274,9254,10244,10264
629,irene,gema,verde2,propiedad,verde,300,60,60,8952,8892,9226,9286
630,javier,elena,estacion4,estacion,estacion,200,40,40,8342,8302,9978,10018
631,ana,irene,gris1,propiedad,gris,100,20,20,9830,9810,8892,8912
633,carla,ana,morado1,propiedad,morado,60,12,12,10264,10252,9810,9822
635,elena,fernando,azul2,propiedad,azul,400,80,80,10018,9938,10060,10140
637,gema,fernando,estacion2,estacion,estacion,200,40,40,9286,9246,10140,10180
639,irene,fernando,azul2,propiedad,azul,400,80,80,8912,8832,10180,10260
640,javier,fernando,morado2,propiedad,morado,60,12,12,8302,8290,10260,10272
643,carla,irene,gris3,propiedad,gris,120,24,24,10252,10228,8832,8856
644,diego,gema,rosa3,propiedad,rosa,160,32,32,9372,9340,9246,9278
645,elena,diego,estacion1,estacion,estacion,200,40,40,9938,9898,9340,9380
647,gema,carla,rojo3,propiedad,rojo,240,48,48,9278,9230,10228,10276
648,hugo,bob,rojo2,propiedad,rojo,220,44,44,9254,9210,9332,9376
649,irene,diego,estacion1,estacion,estacion,200,40,40,8856,8816,9380,9420
650,javier,gema,rosa3,propiedad,rosa,160,32,32,8290,8258,9230,9262
651,ana,hugo,naranja1,propiedad,naranja,180,36,36,9822,9786,9210,9246
653,carla,gema,rosa3,propiedad,rosa,160,32,32,10276,10244,9262,9294
655,elena,fernando,estacion2,estacion,estacion,200,40,40,9898,9858,10272,10312
657,gema,elena,verde1,propiedad,verde,300,60,60,9294,9234,9858,9918
659,irene,carla,gris2,propiedad,gris,100,20,20,8816,8796,10244,10264
663,carla,bob,rojo1,propiedad,rojo,220,44,44,10264,10220,9376,9420
665,elena,bob,rojo2,propiedad,rojo,220,44,44,9918,9874,9420,9464
667,gema,ana,azul1,propiedad,azul,350,70,70,9234,9164,9786,9856
668,hugo,fernando,azul2,propiedad,azul,400,80,80,9246,9166,10312,10392
669,irene,hugo,naranja1,propiedad,naranja,180,36,36,8796,8760,9166,9202
671,ana,carla,verde3,propiedad,verde,320,64,64,9856,9792,10220,10284
672,bob,gema,verde2,propiedad,verde,300,60,60,9464,9404,9164,9224
673,carla,gema,verde2,propiedad,verde,300,60,60,10284,10224,9224,9284
674,diego,bob,amarillo3,propiedad,amarillo,280,56,56,9420,9364,9404,9460
677,gema,fernando,azul2,propiedad,azul,400,80,80,9284,9204,10392,10472
678,hugo,irene,gris1,propiedad,gris,100,20,20,9202,9182,8760,8780
679,irene,bob,rojo2,propiedad,rojo,220,44,44,8780,8736,9460,9504
682,bob,fernando,azul2,propiedad,azul,400,80,80,9504,9424,10472,10552
683,carla,fernando,azul2,propiedad,azul,400,80,80,10224,10144,10552,10632
684,diego,fernando,azul2,propiedad,azul,400,80,80,9364,9284,10632,10712
686,fernando,gema,verde2,propiedad,verde,300,60,60,10712,10652,9204,9264
689,irene,gema,verde2,propiedad,verde,300,60,60,8736,8676,9264,9324
693,carla,ana,morado1,propiedad,morado,60,12,12,10144,10132,9792,9804
695,elena,carla,gris2,propiedad,gris,100,20,20,9874,9854,10132,10152
696,fernando,ana,azul1,propiedad,azul,350,70,70,10652,10582,9804,9874
699,irene,fernando,azul2,propiedad,azul,400,80,80,8676,8596,10582,10662
700,javier,diego,estacion1,estacion,estacion,200,40,40,8258,8218,9284,9324
701,ana,bob,rojo1,propiedad,rojo,220,44,44,9874,9830,9424,9468
702,bob,gema,rosa3,propiedad,rosa,160,32,32,9468,9436,9324,9356
704,diego,javier,rosa2,propiedad,rosa,140,28,28,9324,9296,8218,8246
705,elena,javier,rosa2,propiedad,rosa,140,28,28,9854,9826,8246,8274
706,fernando,irene,gris1,propiedad,gris,100,20,20,10662,10642,8596,8616
708,hugo,ana,estacion3,estacion,estacion,200,40,40,9182,9142,9830,9870
709,irene,carla,gris2,propiedad,gris,100,20,20,8616,8596,10152,10172
710,javier,gema,rosa3,propiedad,rosa,160,32,32,8274,8242,9356,9388
711,ana,gema,verde2,propiedad,verde,300,60,60,9870,9810,9388,9448
717,gema,carla,rojo3,propiedad,rojo,240,48,48,9448,9400,10172,10220
719,irene,hugo,naranja1,propiedad,naranja,180,36,36,8596,8560,9142,9178
721,ana,fernando,azul2,propiedad,azul,400,80,80,9810,9730,10642,10722
722,bob,carla,rojo3,propiedad,rojo,240,48,48,9436,9388,10220,10268
724,diego,ana,estacion3,estacion,estacion,200,40,40,9296,9256,9730,9770
739,irene,ana,estacion3,estacion,estacion,200,40,40,8560,8520,9770,9810
740,javier,bob,amarillo3,propiedad,amarillo,280,56,56,8242,8186,9388,9444
741,ana,irene,gris3,propiedad,gris,120,24,24,9810,9786,8520,8544
742,bob,ana,morado1,propiedad,morado,60,12,12,9444,9432,9786,9798
744,diego,ana,azul1,propiedad,azul,350,70,70,9256,9186,9798,9868
746,fernando,elena,amarillo2,propiedad,amarillo,260,52,52,10722,10670,9826,9878
748,hugo,gema,rosa3,propiedad,rosa,160,32,32,9178,9146,9400,9432
749,irene,carla,verde3,propiedad,verde,320,64,64,8544,8480,10268,10332
752,bob,irene,gris3,propiedad,gris,120,24,24,9432,9408,8480,8504
754,diego,carla,gris2,propiedad,gris,100,20,20,9186,9166,10332,10352
755,elena,ana,rosa1,propiedad,rosa,140,28,28,9878,9850,9868,9896
756,fernando,carla,verde3,propiedad,verde,320,64,64,10670,10606,10352,10416
757,gema,irene,gris3,propiedad,gris,120,24,24,9432,9408,8504,8528
759,irene,ana,morado1,propiedad,morado,60,12,12,8528,8516,9896,9908
762,bob,hugo,naranja1,propiedad,naranja,180,36,36,9408,9372,9146,9182
763,carla,irene,gris1,propiedad,gris,100,20,20,10416,10396,8516,8536
764,diego,carla,naranja2,propiedad,naranja,180,36,36,9166,9130,10396,10432
765,elena,fernando,estacion2,estacion,estacion,200,40,40,9850,9810,10606,10646
768,hugo,elena,amarillo2,propiedad,amarillo,260,52,52,9182,9130,9810,9862
773,carla,gema,rosa3,propiedad,rosa,160,32,32,10432,10400,9408,9440
774,diego,bob,rojo1,propiedad,rojo,220,44,44,9130,9086,9372,9416
776,fernando,ana,rosa1,propiedad,rosa,140,28,28,10646,10618,9908,9936
777,gema,hugo,naranja1,propiedad,naranja,180,36,36,9440,9404,9130,9166
778,hugo,ana,azul1,propiedad,azul,350,70,70,9166,9096,9936,10006
779,irene,hugo,naranja1,propiedad,naranja,180,36,36,8536,8500,9096,9132
780,javier,diego,naranja3,propiedad,naranja,200,40,40,8186,8146,9086,9126
783,carla,bob,rojo1,propiedad,rojo,220,44,44,10400,10356,9416,9460
784,diego,bob,amarillo3,propiedad,amarillo,280,56,56,9126,9070,9460,9516
788,hugo,diego,estacion1,estacion,estacion,200,40,40,9132,9092,9070,9110
789,irene,bob,rojo2,propiedad,rojo,220,44,44,8500,8456,9516,9560
790,javier,ana,estacion3,estacion,estacion,200,40,40,8146,8106,10006,10046
791,ana,javier,rosa2,propiedad,rosa,140,28,28,10046,10018,8106,8134
792,bob,elena,estacion4,estacion,estacion,200,40,40,9560,9520,9862,9902
793,carla,elena,amarillo2,propiedad,amarillo,260,52,52,10356,10304,9902,9954
794,diego,elena,estacion4,estacion,estacion,200,40,40,9110,9070,9954,9994
796,fernando,carla,rojo3,propiedad,rojo,240,48,48,10618,10570,10304,10352
797,gema,carla,verde3,propiedad,verde,320,64,64,9404,9340,10352,10416
798,hugo,javier,rosa2,propiedad,rosa,140,28,28,9092,9064,8134,8162
802,bob,fernando,morado2,propiedad,morado,60,12,12,9520,9508,10570,10582
804,diego,fernando,azul2,propiedad,azul,400,80,80,9070,8990,10582,10662
805,elena,diego,naranja3,propiedad,naranja,200,40,40,9994,9954,8990,9030
806,fernando,gema,verde2,propiedad,verde,300,60,60,10662,10602,9340,9400
807,gema,fernando,azul2,propiedad,azul,400,80,80,9400,9320,10602,10682
811,ana,carla,rojo3,propiedad,rojo,240,48,48,10018,9970,10416,10464
815,elena,carla,rojo3,propiedad,rojo,240,48,48,9954,9906,10464,10512
817,gema,ana,morado1,propiedad,morado,60,12,12,9320,9308,9970,9982
819,irene,fernando,morado2,propiedad,morado,60,12,12,8456,8444,10682,10694
820,javier,carla,gris2,propiedad,gris,100,20,20,8162,8142,10512,10532
824,diego,irene,gris3,propiedad,gris,120,24,24,9030,9006,8444,8468
826,fernando,irene,gris1,propiedad,gris,100,20,20,10694,10674,8468,8488
828,hugo,gema,verde2,propiedad,verde,300,60,60,9064,9004,9308,9368
830,javier,diego,naranja3,propiedad,naranja,200,40,40,8142,8102,9006,9046
831,ana,carla,verde3,propiedad,verde,320,64,64,9982,9918,10532,10596
836,fernando,javier,rosa2,propiedad,rosa,140,28,28,10674,10646,8102,8130
838,hugo,fernando,azul2,propiedad,azul,400,80,80,9004,8924,10646,10726
840,javier,ana,estacion3,estacion,estacion,200,40,40,8130,8090,9918,9958
841,ana,fernando,morado2,propiedad,morado,60,12,12,9958,9946,10726,10738
842,bob,carla,verde3,propiedad,verde,320,64,64,9508,9444,10596,10660
844,diego,fernando,estacion2,estacion,estacion,200,40,40,9046,9006,10738,10778
845,elena,carla,gris2,propiedad,gris,100,20,20,9906,9886,10660,10680
846,fernando,carla,naranja2,propiedad,naranja,180,36,36,10778,10742,10680,10716
847,gema,bob,rojo2,propiedad,rojo,220,44,44,9368,9324,9444,9488
848,hugo,carla,gris2,propiedad,gris,100,20,20,8924,8904,10716,10736
852,bob,ana,azul1,propiedad,azul,350,70,70,9488,9418,9946,10016
853,carla,elena,estacion4,estacion,estacion,200,40,40,10736,10696,9886,9926
854,diego,carla,rojo3,propiedad,rojo,240,48,48,9006,8958,10696,10744
855,elena,javier,rosa2,propiedad,rosa,140,28,28,9926,9898,8090,8118
856,fernando,ana,estacion3,estacion,estacion,200,40,40,10742,10702,10016,10056
857,gema,ana,estacion3,estacion,estacion,200,40,40,9324,9284,10056,10096
858,hugo,fernando,estacion2,estacion,estacion,200,40,40,8904,8864,10702,10742
859,irene,elena,amarillo2,propiedad,amarillo,260,52,52,8488,8436,9898,9950
860,javier,ana,morado1,propiedad,morado,60,12,12,8118,8106,10096,10108
864,diego,carla,verde3,propiedad,verde,320,64,64,8958,8894,10744,10808
865,elena,ana,estacion3,estacion,estacion,200,40,40,9950,9910,10108,10148
866,fernando,elena,estacion4,estacion,estacion,200,40,40,10742,10702,9910,9950
868,hugo,bob,rojo1,propiedad,rojo,220,44,44,8864,8820,9418,9462
871,ana,bob,amarillo3,propiedad,amarillo,280,56,56,10148,10092,9462,9518
879,irene,fernando,morado2,propiedad,morado,60,12,12,8436,8424,10702,10714
881,ana,fernando,azul2,propiedad,azul,400,80,80,10092,10012,10714,10794
882,bob,diego,naranja3,propiedad,naranja,200,40,40,9518,9478,8894,8934
884,diego,carla,gris2,propiedad,gris,100,20,20,8934,8914,10808,10828
886,fernando,irene,gris3,propiedad,gris,120,24,24,10794,10770,8424,8448
887,gema,fernando,morado2,propiedad,morado,60,12,12,9284,9272,10770,10782
888,hugo,carla,verde3,propiedad,verde,320,64,64,8820,8756,10828,10892
890,javier,diego,naranja3,propiedad,naranja,200,40,40,8106,8066,8914,8954
892,bob,ana,estacion3,estacion,estacion,200,40,40,9478,9438,10012,10052
893,carla,fernando,estacion2,estacion,estacion,200,40,40,10892,10852,10782,10822
894,diego,fernando,estacion2,estacion,estacion,200,40,40,8954,8914,10822,10862
895,elena,diego,estacion1,estacion,estacion,200,40,40,9950,9910,8914,8954
898,hugo,diego,estacion1,estacion,estacion,200,40,40,8756,8716,8954,8994
900,javier,ana,estacion3,estacion,estacion,200,40,40,8066,8026,10052,10092
903,carla,bob,rojo2,propiedad,rojo,220,44,44,10852,10808,9438,9482
908,hugo,javier,rosa2,propiedad,rosa,140,28,28,8716,8688,8026,8054
909,irene,hugo,amarillo1,propiedad,amarillo,260,52,52,8448,8396,8688,8740
910,javier,elena,amarillo2,propiedad,amarillo,260,52,52,8054,8002,9910,9962
912,bob,elena,estacion4,estacion,estacion,200,40,40,9482,9442,9962,10002
914,diego,bob,rojo2,propiedad,rojo,220,44,44,8994,8950,9442,9486
915,elena,bob,rojo2,propiedad,rojo,220,44,44,10002,9958,9486,9530
916,fernando,bob,rojo2,propiedad,rojo,220,44,44,10862,10818,9530,9574
917,gema,carla,rojo3,propiedad,rojo,240,48,48,9272,9224,10808,10856
918,hugo,bob,rojo1,propiedad,rojo,220,44,44,8740,8696,9574,9618
919,irene,bob,amarillo3,propiedad,amarillo,280,56,56,8396,8340,9618,9674
920,javier,carla,verde3,propiedad,verde,320,64,64,8002,7938,10856,10920
921,ana,elena,amarillo2,propiedad,amarillo,260,52,52,10092,10040,9958,10010
922,bob,irene,gris1,propiedad,gris,100,20,20,9674,9654,8340,8360
923,carla,fernando,azul2,propiedad,azul,400,80,80,10920,10840,10818,10898
924,diego,gema,verde2,propiedad,verde,300,60,60,8950,8890,9224,9284
925,elena,bob,amarillo3,propiedad,amarillo,280,56,56,10010,9954,9654,9710
928,hugo,bob,rojo2,propiedad,rojo,220,44,44,8696,8652,9710,9754
930,javier,ana,morado1,propiedad,morado,60,12,12,7938,7926,10040,10052
931,ana,elena,estacion4,estacion,estacion,200,40,40,10052,10012,9954,9994
932,bob,gema,rosa3,propiedad,rosa,160,32,32,9754,9722,9284,9316
933,carla,fernando,morado2,propiedad,morado,60,12,12,10840,10828,10898,10910
934,diego,fernando,morado2,propiedad,morado,60,12,12,8890,8878,10910,10922
936,fernando,ana,azul1,propiedad,azul,350,70,70,10922,10852,10012,10082
937,gema,elena,estacion4,estacion,estacion,200,40,40,9316,9276,9994,10034
938,hugo,elena,verde1,propiedad,verde,300,60,60,8652,8592,10034,10094
939,irene,diego,estacion1,estacion,estacion,200,40,40,8360,8320,8878,8918
940,javier,irene,gris3,propiedad,gris,120,24,24,7926,7902,8320,8344
943,carla,irene,gris3,propiedad,gris,120,24,24,10828,10804,8344,8368
944,diego,javier,rosa2,propiedad,rosa,140,28,28,8918,8890,7902,7930
946,fernando,diego,estacion1,estacion,estacion,200,40,40,10852,10812,8890,8930
949,irene,ana,rosa1,propiedad,rosa,140,28,28,8368,8340,10082,10110
950,javier,fernando,estacion2,estacion,estacion,200,40,40,7930,7890,10812,10852
952,bob,elena,amarillo2,propiedad,amarillo,260,52,52,9722,9670,10094,10146
954,diego,hugo,naranja1,propiedad,naranja,180,36,36,8930,8894,8592,8628
956,fernando,gema,rosa3,propiedad,rosa,160,32,32,10852,10820,9276,9308
958,hugo,irene,gris1,propiedad,gris,100,20,20,8628,8608,8340,8360
960,javier,carla,rojo3,propiedad,rojo,240,48,48,7890,7842,10804,10852
962,bob,elena,estacion4,estacion,estacion,200,40,40,9670,9630,10146,10186
964,diego,carla,rojo3,propiedad,rojo,240,48,48,8894,8846,10852,10900
965,elena,bob,rojo1,propiedad,rojo,220,44,44,10186,10142,9630,9674
966,fernando,carla,naranja2,propiedad,naranja,180,36,36,10820,10784,10900,10936
968,hugo,gema,rosa3,propiedad,rosa,160,32,32,8608,8576,9308,9340
969,irene,elena,amarillo2,propiedad,amarillo,260,52,52,8360,8308,10142,10194
971,ana,elena,verde1,propiedad,verde,300,60,60,10110,10050,10194,10254
975,elena,gema,verde2,propiedad,verde,300,60,60,10254,10194,9340,9400
976,fernando,elena,amarillo2,propiedad,amarillo,260,52,52,10784,10732,10194,10246
979,irene,carla,verde3,propiedad,verde,320,64,64,8308,8244,10936,11000
980,javier,elena,estacion4,estacion,estacion,200,40,40,7842,7802,10246,10286
982,bob,carla,gris2,propiedad,gris,100,20,20,9674,9654,11000,11020
984,diego,carla,verde3,propiedad,verde,320,64,64,8846,8782,11020,11084
986,fernando,elena,estacion4,estacion,estacion,200,40,40,10732,10692,10286,10326
987,gema,ana,estacion3,estacion,estacion,200,40,40,9400,9360,10050,10090
990,javier,diego,estacion1,estacion,estacion,200,40,40,7802,7762,8782,8822
995,elena,irene,gris3,propiedad,gris,120,24,24,10326,10302,8244,8268
997,gema,elena,amarillo2,propiedad,amarillo,260,52,52,9360,9308,10302,10354
998,hugo,elena,estacion4,estacion,estacion,200,40,40,8576,8536,10354,10394
